0 428.099 0.9999994
0.1 443.523 0.9923526
0.2 455.299 0.9911281
0.3 461.73 0.99233943
0.4 470.685 0.9953158
0.5 475.199 0.9982594
0.6 476.263 0.99886125
0.7 477.269 0.9953412
0.8 479.841 0.9968456
0.9 482.16 0.99907476
1 480.905 0.99697137
1.1 478.66 0.99867487
1.2 476.245 0.9966648
1.3 476.844 0.9924711
1.4 475.764 0.992131
1.5 475.275 0.9914794
1.6 477.553 0.9895969
1.7 477.198 0.9962748
1.8 471.107 0.9943282
1.9 470.838 0.99527186
2 464.199 0.9956886
2.1 459.083 0.99560475
2.2 456.111 0.99370486
2.3 454.328 0.9928667
2.4 450.092 0.9886918
2.5 447.842 0.9933479
2.6 452.837 0.99311304
2.7 455.064 0.98834664
2.8 461.302 0.9959122
2.9 461.455 0.9941071
3 463.997 0.9923388
3.1 466.044 0.99472064
3.2 462.924 0.993042
3.3 461.764 0.9913014
3.4 461.443 0.99582815
3.5 458.454 0.9965647
3.6 457.949 0.9908793
3.7 454.622 0.99553716
3.8 452.45 0.9930726
3.9 449.347 0.9913434
4 449.83 0.99304986
4.1 441.746 0.99262816
4.2 442.561 0.99032396
4.3 445.092 0.99034697
4.4 444.309 0.9923524
4.5 442.826 0.9956519
4.6 437.666 0.99069005
4.7 434.022 0.99584335
4.8 431.008 0.9892305
4.9 425.333 0.9899475
5 421.612 0.99261516
5.1 417.17 0.9906574
5.2 410.004 0.993387
5.3 401.831 0.9903885
5.4 394.87 0.9898746
5.5 385.689 0.9878537
5.6 379.005 0.9845469
5.7 375.766 0.9858053
5.8 371.412 0.98782504
5.9 364.882 0.99262774
6 353.766 0.99478775
6.1 348.145 0.9909356
6.2 343.313 0.9902141
6.3 339.51 0.9938683
6.4 334.74 0.9955708
6.5 330.122 0.99305165
6.6 324.986 0.99322206
6.7 320.898 0.9950752
6.8 317.379 0.99411213
6.9 317.616 0.9914491
7 313.636 0.98970294
7.1 316.957 0.9926344
7.2 319.068 0.9913744
7.3 319.426 0.99414736
7.4 318.624 0.99627614
7.5 320.194 0.992361
7.6 323.792 0.9924241
7.7 327.474 0.9906458
7.8 328.4 0.9917664
7.9 324.19 0.9868244
8 317.65 0.986791
8.1 312.672 0.9853207
8.2 312.857 0.9891513
8.3 314.525 0.99035734
8.4 313.799 0.99006045
8.5 307.91 0.99189305
8.6 305.512 0.98726207
8.7 296.52 0.98626804
8.8 290.247 0.9958556
8.9 284.969 0.9924377
9 281.768 0.99112207
9.1 275.739 0.9953886
9.2 270.56 0.9933512
9.3 262.459 0.9942166
9.4 252.91 0.9938585
9.5 247.622 0.9911402
9.6 243.193 0.996024
9.7 238.939 0.9966396
9.8 234.131 0.9895472
9.9 227.491 0.9921689
10 224.297 0.9922198
10.1 218.716 0.99051887
10.2 215.501 0.9940064
10.3 208.55 0.9930866
10.4 205.046 0.99387896
10.5 202.277 0.9887157
10.6 198.987 0.9914241
10.7 196.411 0.9869337
10.8 191.871 0.98683137
10.9 187.36 0.9839365
11 184.359 0.9831034
11.1 186.591 0.9849784
11.2 183.255 0.9894637
11.3 182.291 0.9859998
11.4 177.689 0.9913382
11.5 172.439 0.9874555
11.6 171.145 0.9911989
11.7 170.331 0.99071836
11.8 167.016 0.98810506
11.9 164.626 0.9953847
12 165.852 0.9919589
12.1 164.395 0.9876402
12.2 161.801 0.9870791
12.3 158.206 0.9919907
12.4 158.499 0.9939662
12.5 159.391 0.9926743
12.6 160.18 0.9925549
12.7 156.845 0.9928668
12.8 155.059 0.9938258
12.9 154.402 0.9892582
13 155.318 0.98776805
13.1 160.326 0.9917632
13.2 163.751 0.9902521
13.3 162.641 0.98988104
13.4 161.453 0.9885797
13.5 161.348 0.9880339
13.6 163.728 0.9877507
13.7 164.642 0.98986745
13.8 167.887 0.9920109
13.9 172.212 0.9872384
14 172.223 0.9849818
14.1 172.238 0.9881204
14.2 172.747 0.98893166
14.3 176.633 0.98765135
14.4 178 0.98421973
14.5 180.132 0.98906887
14.6 180.532 0.99177706
14.7 182.314 0.9854636
14.8 183.46 0.98356754
14.9 182.449 0.9938462
15 184.9 0.99336416
15.1 185.807 0.986161
15.2 188.192 0.9861906
15.3 186.742 0.99046785
15.4 186.746 0.98838997
15.5 185.995 0.9917047
15.6 188.087 0.98822564
15.7 189.357 0.98841965
15.8 191.885 0.9922996
15.9 194.612 0.9890504
16 198.369 0.985319
16.1 198.697 0.98831487
16.2 200.843 0.9908004
16.3 204.92 0.9872393
16.4 208.022 0.98512524
16.5 215.61 0.98717475
16.6 217.369 0.9884928
16.7 221.512 0.9864987
16.8 225.186 0.98630255
16.9 227.273 0.9877693
17 228.704 0.99018824
17.1 228.992 0.98039216
17.2 232.124 0.99041206
17.3 236.451 0.9864538
17.4 242.483 0.98816735
17.5 244.339 0.99296606
17.6 243.678 0.9852112
17.7 245.269 0.9886961
17.8 248.631 0.98757046
17.9 253.875 0.98251355
18 255.744 0.98441935
18.1 258.677 0.9803752
18.2 261.291 0.9901878
18.3 264.849 0.9857646
18.4 271.152 0.9876016
18.5 279.442 0.99266416
18.6 286.698 0.98832196
18.7 293.748 0.99201876
18.8 299.176 0.98981166
18.9 303.176 0.988833
19 304.774 0.98798233
19.1 311.031 0.989713
19.2 318.173 0.99143606
19.3 323.108 0.9920772
19.4 327.765 0.98775256
19.5 333.169 0.9883586
19.6 339.713 0.98702586
19.7 348.357 0.99098593
19.8 352.886 0.9883127
19.9 360.037 0.9915138
20 368.911 0.98867357
20.1 371.329 0.990938
20.2 375.205 0.98894346
20.3 380.631 0.98711437
20.4 385.61 0.9772104
20.5 392.221 0.98065376
20.6 400.223 0.9862489
20.7 403.922 0.9875542
20.8 412.102 0.9871878
20.9 413.472 0.989888
21 416.177 0.99086255
21.1 419.146 0.989768
21.2 424.11 0.9871708
21.3 425.681 0.98352605
21.4 431.404 0.9879417
21.5 435.483 0.99315196
21.6 436.777 0.98763424
21.7 442.927 0.9892287
21.8 444.993 0.98698413
21.9 447.302 0.9862108
22 448.16 0.9873824
22.1 454.159 0.99354637
22.2 455.602 0.9843793
22.3 458.091 0.988863
22.4 457.285 0.98657376
22.5 457.838 0.9834474
22.6 458.807 0.97771287
22.7 458.589 0.97856575
22.8 457.733 0.9857132
22.9 456.829 0.98787796
23 454.634 0.99165094
23.1 452.954 0.98618114
23.2 450.475 0.9879309
23.3 445.74 0.9896183
23.4 445.554 0.98279995
23.5 440.296 0.98055315
23.6 434.624 0.9804563
23.7 431.409 0.9807304
23.8 430.663 0.9819333
23.9 425.654 0.9813026
24 422.808 0.98255634
24.1 418.63 0.9872026
24.2 414.007 0.9800383
24.3 413.406 0.98213303
24.4 412.482 0.98412377
24.5 410.265 0.9765658
24.6 408.667 0.97782445
24.7 402.238 0.97192985
24.8 395.895 0.9728297
24.9 392.246 0.9723289
25 385.627 0.9744746
25.1 381.72 0.9673625
25.2 379.514 0.9660797
25.3 376.777 0.9613915
25.4 373.026 0.9599859
25.5 371.079 0.9514206
25.6 367.047 0.95296097
25.7 363.678 0.94689095
25.8 360.193 0.9382598
25.9 356.878 0.9405436
26 353.882 0.9426967
26.1 352.616 0.94441605
26.2 351.637 0.94419146
26.3 353.764 0.93061984
26.4 354.07 0.9167688
26.5 350.951 0.9111109
26.6 346.383 0.893975
26.7 344.244 0.90124846
26.8 340.591 0.89475435
26.9 337.514 0.8861642
27 335.345 0.8631787
27.1 334.583 0.8695706
27.2 331.351 0.8595236
27.3 330.099 0.8588835
27.4 328.405 0.8609274
27.5 331.212 0.85579
27.6 329.779 0.86145395
27.7 324.656 0.8593767
27.8 326 0.86002564
27.9 326.7 0.85510325
28 324.675 0.85248446
28.1 321.513 0.8584078
28.2 321.2 0.85463756
28.3 320.597 0.844131
28.4 323.093 0.84992635
28.5 320.713 0.8469223
28.6 322.272 0.849027
28.7 323.545 0.8502335
28.8 325.256 0.84681064
28.9 321.728 0.84817755
29 325.175 0.8529539
29.1 324.929 0.84242606
29.2 328.794 0.8467735
29.3 332.893 0.8489158
29.4 331.998 0.8478344
29.5 333.281 0.84556323
29.6 335.602 0.8494071
29.7 339.118 0.8452196
29.8 344.413 0.84395987
29.9 351.256 0.84502906
30 355.1 0.84191835
30.1 362.461 0.83720833
30.2 365.097 0.84099895
30.3 369.285 0.838535
30.4 372.881 0.8378676
30.5 377.276 0.8322347
30.6 378.622 0.83321154
30.7 382.82 0.83799237
30.8 382.716 0.8338391
30.9 386.422 0.84001505
31 389.405 0.83766043
31.1 391.377 0.8328715
31.2 396.025 0.82927865
31.3 394.791 0.8356168
31.4 396.64 0.83715093
31.5 399.188 0.8345563
31.6 400.891 0.835881
31.7 405.819 0.8401037
31.8 406.75 0.83265686
31.9 408.919 0.8328927
32 414.108 0.8355097
32.1 416.653 0.8343439
32.2 418.841 0.83414197
32.3 422.439 0.83271444
32.4 427.524 0.8347809
32.5 431.016 0.8333073
32.6 433.878 0.8284829
32.7 439.564 0.8295222
32.8 446.944 0.82967824
32.9 450.06 0.83759505
33 450.267 0.83707917
33.1 453.49 0.83853096
33.2 457.851 0.8346527
33.3 459.578 0.83135754
33.4 461.908 0.8303426
33.5 468.638 0.8297031
33.6 474.119 0.84111917
33.7 476.315 0.82814634
33.8 476.103 0.8292097
33.9 470.853 0.82912564
34 468.774 0.8302751
34.1 466.591 0.83274156
34.2 468.135 0.82909
34.3 469.39 0.8302033
34.4 464.695 0.8371608
34.5 466.042 0.83361584
34.6 464.061 0.83014345
34.7 463.908 0.837157
34.8 458.51 0.83935356
34.9 453.737 0.8311509
35 447.908 0.83599037
35.1 443.641 0.83681214
35.2 438.545 0.83723813
35.3 432.954 0.83215463
35.4 427.61 0.8309583
35.5 422.734 0.83254784
35.6 415.935 0.83301085
35.7 411.239 0.8381549
35.8 405.719 0.8355977
35.9 404.758 0.83745134
36 398.786 0.8350712
36.1 388.677 0.8397767
36.2 388.969 0.8329648
36.3 382.752 0.8354808
36.4 383.247 0.8349974
36.5 379.102 0.83731985
36.6 376.689 0.8385723
36.7 373.544 0.8391009
36.8 371.155 0.83953404
36.9 368.279 0.84353566
37 365.492 0.8349019
37.1 361.735 0.83014846
37.2 359.476 0.8381952
37.3 356.099 0.8336354
37.4 348.856 0.83696294
37.5 343.046 0.83697027
37.6 338.292 0.83836496
37.7 330.137 0.83959895
37.8 322.288 0.83886486
37.9 313.183 0.8391696
38 307.965 0.834548
38.1 304.076 0.8281339
38.2 300.536 0.8201207
38.3 296.319 0.83296555
38.4 292.788 0.8388354
38.5 290.97 0.83134866
38.6 282.669 0.83154786
38.7 275.647 0.83011997
38.8 269.736 0.8312233
38.9 266.303 0.83365834
39 270.544 0.82320625
39.1 274.279 0.82123625
39.2 272.826 0.82669926
39.3 272.84 0.82590324
39.4 271.956 0.8240341
39.5 272.814 0.8225056
39.6 267.527 0.8324503
39.7 267.413 0.8282738
39.8 267.201 0.82623893
39.9 267.281 0.8292723
40 269.959 0.8276367
40.1 271.784 0.8224791
40.2 270.471 0.8305317
40.3 269.277 0.8276625
40.4 273.203 0.8309624
40.5 273.508 0.8309092
40.6 275.201 0.82300496
40.7 275.035 0.8283644
40.8 277.321 0.828594
40.9 279.598 0.82665795
41 280.839 0.83029926
41.1 285.57 0.82780445
41.2 291.06 0.8188919
41.3 290.544 0.82308006
41.4 292.046 0.82202524
41.5 291.11 0.8199542
41.6 290.322 0.8182437
41.7 289.438 0.8178149
41.8 292.539 0.8233631
41.9 292.515 0.81899285
42 295.621 0.8175888
42.1 300.175 0.8259345
42.2 302.071 0.8284345
42.3 303.55 0.8204024
42.4 304.698 0.8243969
42.5 307.26 0.8296001
42.6 307.629 0.82778156
42.7 310.298 0.8318197
42.8 312.854 0.83452296
42.9 316.761 0.83211815
43 324.704 0.8338973
43.1 326.714 0.83288574
43.2 331.009 0.83376294
43.3 331.273 0.8316463
43.4 332.275 0.832159
43.5 337.632 0.8257294
43.6 340.061 0.829317
43.7 344.737 0.83163583
43.8 352.212 0.83052933
43.9 356.295 0.82748
44 364.151 0.8268137
44.1 362.804 0.8250854
44.2 362.201 0.82370156
44.3 366.108 0.8238635
44.4 370.76 0.813662
44.5 370.055 0.825397
44.6 372.218 0.8149978
44.7 377.607 0.82053375
44.8 380.387 0.825094
44.9 381.039 0.82273597
45 386.156 0.82677627
45.1 389.975 0.83117956
45.2 391.514 0.83177394
45.3 400.32 0.8174412
45.4 406.676 0.823661
45.5 406.966 0.82489115
45.6 411.91 0.82347995
45.7 415.064 0.82518524
45.8 418.403 0.8257638
45.9 420.405 0.82551724
46 422.135 0.8239042
46.1 421.903 0.82146144
46.2 423.681 0.8216245
46.3 425.035 0.8194122
46.4 430.639 0.81653464
46.5 435.096 0.81761897
46.6 437.942 0.82387596
46.7 438.538 0.8240676
46.8 440.423 0.8243386
46.9 441.359 0.82644606
47 443.007 0.82681614
47.1 444.249 0.8245969
47.2 442.381 0.8247462
47.3 439.813 0.82511306
47.4 437.76 0.8302364
47.5 435.663 0.8247408
47.6 438.25 0.8251084
47.7 438.278 0.8234196
47.8 433.71 0.8289307
47.9 430.882 0.8358291
48 427.321 0.83058673
48.1 421.455 0.83637655
48.2 418.839 0.83624786
48.3 413.526 0.83536
48.4 408.805 0.8369857
48.5 406.309 0.8372086
48.6 401.761 0.84095204
48.7 399.194 0.8406658
48.8 394.223 0.8398024
48.9 387.385 0.8266856
49 385.99 0.82706404
49.1 380.766 0.8396827
49.2 379.212 0.82717305
