0 389.604 0.99999917
0.1 392.771 0.99985325
0.2 398.811 0.9983028
0.3 400.297 0.998848
0.4 402.72 0.99853295
0.5 406.649 0.99779993
0.6 406.001 0.9987413
0.7 409.57 0.9998439
0.8 415.029 0.99652743
0.9 420.479 0.99747205
1 424.007 0.9984025
1.1 419.995 0.9984657
1.2 419.661 0.997557
1.3 417.119 0.998169
1.4 416.704 0.9964897
1.5 416.092 0.99492407
1.6 416.691 0.99444073
1.7 418.027 0.9921061
1.8 418.183 0.9936587
1.9 420.018 0.9915015
2 419.076 0.9915895
2.1 418.623 0.99023145
2.2 416.657 0.99415255
2.3 412.058 0.99057686
2.4 408.383 0.9942642
2.5 407.393 0.98957604
2.6 413.781 0.982765
2.7 417.172 0.9811606
2.8 418.539 0.98297745
2.9 421.903 0.97649753
3 427.287 0.97873205
3.1 432.066 0.9718648
3.2 438.048 0.9733749
3.3 443.55 0.9703193
3.4 447.559 0.97193193
3.5 450.191 0.9681073
3.6 448.477 0.9695566
3.7 444.94 0.96923757
3.8 439.688 0.97004133
3.9 436.4 0.9721036
4 431.92 0.9697274
4.1 429.979 0.9668397
4.2 427.275 0.96625155
4.3 421.272 0.96188307
4.4 416.847 0.9632103
4.5 405.138 0.96009105
4.6 395.434 0.95828557
4.7 386.587 0.95518094
4.8 377.994 0.9481641
4.9 363.64 0.9434751
5 353.357 0.9414511
5.1 345.907 0.93886507
5.2 341.557 0.93834054
5.3 336.222 0.9392451
5.4 331.112 0.93437165
5.5 326.589 0.9330928
5.6 320.624 0.9303585
5.7 318.381 0.9247356
5.8 315.209 0.9223318
5.9 312.329 0.9177418
6 308.336 0.9238168
6.1 302.44 0.9189527
6.2 302.945 0.9177293
6.3 303.047 0.9185947
6.4 301.739 0.91591257
6.5 297.592 0.91258353
6.6 295.003 0.9117447
6.7 290.821 0.91386515
6.8 284.221 0.91560477
6.9 280.277 0.9130242
7 271.24 0.9094823
7.1 269.92 0.90719825
7.2 268.944 0.90758055
7.3 268.886 0.9087435
